Reg;Type;Airline;Time;Date;Flight;From;Found;Source
A6-DAS;B737;AUH;15:59;2007.01.01;MO0004;EGKK-OMAA;Near LPFR Portugal;ACARS LOG 0000 20070101 to 2359 20070101
N935AT;B712;FL;15:59;2007.01.01;FL0389;IND-TPA;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N980TW;MD83;AA;15:59;2007.01.01;AA2008;SAN-DFW;Houston,Texas USA;ACARS LOG 0000 20070101 to 2359 20070101
C-FRIL;CRJ1;AC;15:59;2007.01.01;QK8634;YYZ-EWR;Toronto, Canada;ACARS LOG 0000 20070101 to 2359 20070101
N70401;MD82;AA;15:59;2007.01.01;AA1660;DFW-IND;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N374NB;A319;NW;16:00;2007.01.01;NW0540;DTW-LGA;Laurel, MD USA;ACARS LOG 0000 20070101 to 2359 20070101
N223SW;E120;OO;16:00;2007.01.01;OO5793;CIC-SFO;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
D-ACHE;CRJ2;LH;16:00;2007.01.01;LH036J;;nr Frankfurt/Rhein-Main EDDF;ACARS LOG 0000 20070101 to 2359 20070101
F-GSQP;B773;AF;16:00;2007.01.01;AF0624;ORY-PTP;Rainford 53.5N,2.8W UK;ACARS LOG 0000 20070101 to 2359 20070101
G-EZIE;A319;EZY;16:00;2007.01.01;U23078;OVD-STN;Lapford SW UK;ACARS LOG 0000 20070101 to 2359 20070101
N14558;E145;BTA;16:00;2007.01.01;XE3084;PHX-IAH;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
4X-ELB;B744;LY;16:00;2007.01.01;LY31616;;Watford;ACARS LOG 0000 20070101 to 2359 20070101
D-AKNO;A319;GWI;16:00;2007.01.01;4U8991;VKO-SXF;Copenhagen, Denmark;ACARS LOG 0000 20070101 to 2359 20070101
4X-ELB;B744;LY;16:00;2007.01.01;LY316D;;Watford;ACARS LOG 0000 20070101 to 2359 20070101
4X-ELB;B744;LY;16:00;2007.01.01;LY316I;;Watford;ACARS LOG 0000 20070101 to 2359 20070101
A6-EBB;B773;EK;16:00;2007.01.01;UAE205;EDDH-JFK;Aalborg;ACARS LOG 0000 20070101 to 2359 20070101
4X-ELB;B744;LY;16:00;2007.01.01;LY316B;;Watford;ACARS LOG 0000 20070101 to 2359 20070101
G-EZJJ;B737;U2;16:00;2007.01.01;U201RR;LSGG-EGGW;Watford;ACARS LOG 0000 20070101 to 2359 20070101
N918AN;B738;AA;16:00;2007.01.01;AA2388;MIA-PHL;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N715AE;E135;MQ;16:00;2007.01.01;MQ4739;;Laurel, MD USA;ACARS LOG 0000 20070101 to 2359 20070101
C-FCAE;B763;AC;16:00;2007.01.01;AC0868;YYZ-EGLL;Toronto, Canada;ACARS LOG 0000 20070101 to 2359 20070101
TF-FIC;B763;FI;16:00;2007.01.01;6H0101;LLBG-JFK;Sheffield 53.51N,1.60W 755ft ASL UK;ACARS LOG 0000 20070101 to 2359 20070101
N820AY;CRJ2;FLG;16:01;2007.01.01;9E2870;CVG-MSP-YWG;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
F-GFKV;A320;AF;16:01;2007.01.01;AFR221;LFPG-EDDH;Great Bricett Suffolk;ACARS LOG 0000 20070101 to 2359 20070101
D-ABBK;B738;AB;16:01;2007.01.01;AB795M;;Bern, Switzerland;ACARS LOG 0000 20070101 to 2359 20070101
EI-DLV;B738;FR;16:01;2007.01.01;FR0966;EGSS-ESGP;Watford;ACARS LOG 0000 20070101 to 2359 20070101
G-EMBS;E145;TH;16:01;2007.01.01;TH77TW;EGBB-LIMC;Watford;ACARS LOG 0000 20070101 to 2359 20070101
9A-CTG;A319;OU;16:01;2007.01.01;OU0380;SPU-FCO;acarsd.org home - Hungary appr. 150km from BUD;ACARS LOG 0000 20070101 to 2359 20070101
HB-JZK;A319;BH;16:01;2007.01.01;DS0956;AMS-GVA;Great Bricett Suffolk;ACARS LOG 0000 20070101 to 2359 20070101
N305TZ;B738;TZ;16:01;2007.01.01;TZ4072;MDW-CUN;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N851AE;E140;MQ;16:01;2007.01.01;MQ3189;;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
D-ABON;B753;CFG;16:01;2007.01.01;DE0537;;Near LPFR Portugal;ACARS LOG 0000 20070101 to 2359 20070101
CN-RNX;A321;AT;16:01;2007.01.01;AT951D;;Near LPFR Portugal;ACARS LOG 0000 20070101 to 2359 20070101
4X-ELB;B744;LY;16:01;2007.01.01;LY3Y316;;Watford;ACARS LOG 0000 20070101 to 2359 20070101
D-ACRE;CRJ2;EWG;16:01;2007.01.01;EWLH42;;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N515US;B752;NW;16:01;2007.01.01;NW0427;MCO-DTW;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N8733G;CRJ4;FLG;16:01;2007.01.01;9E5737;BOS-MEM;Boston, MA;ACARS LOG 0000 20070101 to 2359 20070101
LN-RPX;B736;SK;16:01;2007.01.01;000841;;Aalborg;ACARS LOG 0000 20070101 to 2359 20070101
EC-INB;A321;JK;16:01;2007.01.01;JK1624;;Turku, Finland;ACARS LOG 0000 20070101 to 2359 20070101
EC-JFG;A320;IB;16:01;2007.01.01;IB0439;BIO-MAD;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N621DL;B752;DL;16:01;2007.01.01;DL1797;ATL-TPA;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
G-BVZH;B735;WW;16:01;2007.01.01;WW1092;NOC-BHX;Rainford 53.5N,2.8W UK;ACARS LOG 0000 20070101 to 2359 20070101
4X-ELB;B744;LY;16:02;2007.01.01;LY31Y316;;Watford;ACARS LOG 0000 20070101 to 2359 20070101
CN-ROD;B737;AT;16:02;2007.01.01;AT0940;CMN-FCO;Near LPFR Portugal;ACARS LOG 0000 20070101 to 2359 20070101
I-BIKL;A320;AZ;16:02;2007.01.01;AZ0020;FCO-LIS;Near LPFR Portugal;ACARS LOG 0000 20070101 to 2359 20070101
D-ABOK;B753;CFG;16:02;2007.01.01;DE0453;;Near LPFR Portugal;ACARS LOG 0000 20070101 to 2359 20070101
4X-ELB;B744;LY;16:02;2007.01.01;Q31Y316;;Watford;ACARS LOG 0000 20070101 to 2359 20070101
D-ABGD;A319;AB;16:02;2007.01.01;AB8792;TXL-BCN;Jena, Germany;ACARS LOG 0000 20070101 to 2359 20070101
C-FEJP;E175;AC;16:02;2007.01.01;AC0702;YYZ-LGA;Toronto, Canada;ACARS LOG 0000 20070101 to 2359 20070101
4X-ELB;B744;LY;16:02;2007.01.01;X31Y316;;Watford;ACARS LOG 0000 20070101 to 2359 20070101
N16646;B735;CO;16:02;2007.01.01;CO1633;LGA-IAH;Laurel, MD;ACARS LOG 0000 20070101 to 2359 20070101
D-ACPP;CRJ7;LH;16:02;2007.01.01;LH06PJ;;EDDH/HAM;ACARS LOG 0000 20070101 to 2359 20070101
N271AY;A333;US;16:02;2007.01.01;US1071;PHL-GCM;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
N214AA;MD82;AA;16:02;2007.01.01;AA0709;LGA-DFW-SNA;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
PH-BQF;B772;KL;16:02;2007.01.01;KL0867;AMS-KIX;Copenhagen, Denmark;ACARS LOG 0000 20070101 to 2359 20070101
D-AGPG;F100;DI;16:02;2007.01.01;DI7214;MUC-FMO;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N919AT;B712;FL;16:02;2007.01.01;FL0715;MCO-IAD;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N788AS;B734;AS;16:03;2007.01.01;AS0343;OAK-SEA;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
D-AKNY;A320;GWI;16:03;2007.01.01;4U0016;CGN-SXF;Hamburg 166 Beta 7;ACARS LOG 0000 20070101 to 2359 20070101
N670AA;B752;AA;16:03;2007.01.01;AA1518;STL-MIA;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
D-AHLR;B738;HF;16:03;2007.01.01;HF0232;LEPA-EDDW;Bern, Switzerland;ACARS LOG 0000 20070101 to 2359 20070101
N24633;B735;CO;16:03;2007.01.01;CO1122;EWR-BOS;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
N909PM;DA900B;---;16:03;2007.01.01;XA0001;;Laurel, MD USA;ACARS LOG 0000 20070101 to 2359 20070101
N7527A;MD82;AA;16:03;2007.01.01;AA1355;BOS-ORD;Boston, MA;ACARS LOG 0000 20070101 to 2359 20070101
N174DZ;B763;DL;16:03;2007.01.01;DL0097;EGPH-ATL;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N819MD;E170;RW;16:03;2007.01.01;RW3402;IAH-PHL;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
PH-KBX;F70;---;16:03;2007.01.01;PHKBX;;Hamburg 166 Beta 7;ACARS LOG 0000 20070101 to 2359 20070101
G-EUPY;A319;BA;16:03;2007.01.01;SHT006R;EGLL-EGPF;Rainford 53.5N,2.8W UK;ACARS LOG 0000 20070101 to 2359 20070101
N914UA;B735;UA;16:03;2007.01.01;UA0518;SAN-ORD;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
G-BNWV;B763;BA;16:03;2007.01.01;BA0000;;Great Bricett Suffolk;ACARS LOG 0000 20070101 to 2359 20070101
F-GSQJ;B773;AF;16:04;2007.01.01;AF0073;LAX-CDG;Rainford 53.5N,2.8W UK;ACARS LOG 0000 20070101 to 2359 20070101
N928AE;E145;MQ;16:04;2007.01.01;MQ3991;;Laurel, MD USA;ACARS LOG 0000 20070101 to 2359 20070101
EC-ILH;A320;JK;16:04;2007.01.01;JK0118;FRA-MAD;nr Frankfurt/Rhein-Main EDDF;ACARS LOG 0000 20070101 to 2359 20070101
EC-GHE;MD83;JK;16:04;2007.01.01;JK5065;TFN-MAD;Near LPFR Portugal;ACARS LOG 0000 20070101 to 2359 20070101
F-GEXB;B744;AF;16:04;2007.01.01;AF0963;MRU-CDG;Bern, Switzerland;ACARS LOG 0000 20070101 to 2359 20070101
G-BNWV;B763;BA;16:04;2007.01.01;BA062C;HUEN-EGLL;Watford;ACARS LOG 0000 20070101 to 2359 20070101
N681DA;B752;DL;16:04;2007.01.01;DL1468;JFK-PBI;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
N362NB;A319;NW;16:04;2007.01.01;NW1090;BIS-MSP-EWR;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
N12349;B733;CO;16:04;2007.01.01;CO1011;EWR-IAH;Laurel, MD;ACARS LOG 0000 20070101 to 2359 20070101
PH-BFT;B744;KL;16:04;2007.01.01;KL0866;ICN-AMS;Hamburg 166 Beta 7;ACARS LOG 0000 20070101 to 2359 20070101
G-DBCH;A319;BD;16:04;2007.01.01;BD04LJ;EGNM-EGLL;Leeds;ACARS LOG 0000 20070101 to 2359 20070101
PH-BXF;B738;KL;16:04;2007.01.01;KL1018;LHR-AMS;Watford;ACARS LOG 0000 20070101 to 2359 20070101
N322NB;A319;NW;16:04;2007.01.01;NW1633;EWR-DTW-IAH;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
N903UA;B735;UA;16:04;2007.01.01;UA0494;ORD-MHT;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
F-GTAM;A321;AF;16:04;2007.01.01;AF2544;LFPG-UUEE;Jena, Germany;ACARS LOG 0000 20070101 to 2359 20070101
D-ACRE;CRJ2;EWG;16:04;2007.01.01;LH42..;;Leusden, Netherlands;ACARS LOG 0000 20070101 to 2359 20070101
G-EZKG;B737;U2;16:04;2007.01.01;U20156;INV-LTN;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
LN-RPZ;B736;SK;16:05;2007.01.01;SK4715;OSL-MXP;EDDH/HAM;ACARS LOG 0000 20070101 to 2359 20070101
F-GKXI;A320;AF;16:05;2007.01.01;AF1790;CDG-IST;acarsd.org home - Hungary appr. 150km from BUD;ACARS LOG 0000 20070101 to 2359 20070101
N836AE;E140;MQ;16:05;2007.01.01;MQ4360;;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
ZK-NGH;B733;NZ;16:05;2007.01.01;NZ0520;NZCH-NZAA;Auckland New Zealand;ACARS LOG 0000 20070101 to 2359 20070101
PH-KCC;MD11;KL;16:05;2007.01.01;KL0733;AMS-AUA;Great Bricett Suffolk;ACARS LOG 0000 20070101 to 2359 20070101
D-AIRE;A321;LH;16:05;2007.01.01;LH3036;;Great Bricett Suffolk;ACARS LOG 0000 20070101 to 2359 20070101
N408UA;A320;UA;16:05;2007.01.01;UA1689;;Laurel, MD USA;ACARS LOG 0000 20070101 to 2359 20070101
D-AGEL;B737;HLX;16:05;2007.01.01;X33189;TXL-CGN;Jena, Germany;ACARS LOG 0000 20070101 to 2359 20070101
N571JB;A320;JBU;16:05;2007.01.01;B60375;LGA-FLL;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
B-18717;B744;CA;16:05;2007.01.01;CI5209;KBNA-KORD;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N122DL;B763;DL;16:05;2007.01.01;DL0589;ATL-SJU;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
EI-DCN;B738;FR;16:05;2007.01.01;FR2642;EGSS-EVRA;Watford;ACARS LOG 0000 20070101 to 2359 20070101
D-ALPE;A330;LT;16:05;2007.01.01;LT0765;HKT-MUC;acarsd.org home - Hungary appr. 150km from BUD;ACARS LOG 0000 20070101 to 2359 20070101
F-GUGA;A318;AF;16:05;2007.01.01;AF104K;;Jena, Germany;ACARS LOG 0000 20070101 to 2359 20070101
N926AT;B712;FL;16:05;2007.01.01;FL0346;RSW-CAK;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
G-MIDX;A320;BD;16:05;2007.01.01;BD01NZ;EGLL-EBBR;Watford;ACARS LOG 0000 20070101 to 2359 20070101
N370NW;A320;NW;16:05;2007.01.01;NW0491;TPA-DTW;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
D-ABGA;A319;AB;16:05;2007.01.01;AB830S;;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
F-GLIS;FK70;YS;16:05;2007.01.01;YS0558;;Watford;ACARS LOG 0000 20070101 to 2359 20070101
N683DA;B752;DL;16:05;2007.01.01;DL0380;LAS-BOS;Baltimore, MD, USA;ACARS LOG 0000 20070101 to 2359 20070101
N488AA;MD82;AA;16:05;2007.01.01;AA1577;BWI-MIA;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
C-GKOL;A340;AC;16:05;2007.01.01;AC0015;YYZ-VHHH;Toronto, Canada;ACARS LOG 0000 20070101 to 2359 20070101
G-BZAY;B463;TH;16:05;2007.01.01;BRT68WH;EGBB-EDDF;Rainford 53.5N,2.8W UK;ACARS LOG 0000 20070101 to 2359 20070101
N32404;B739;CO;16:05;2007.01.01;CO1048;IAH-FLL;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
G-OZBI;A321;OM;16:05;2007.01.01;ZB0568;MAN-TFS;Rainford 53.5N,2.8W UK;ACARS LOG 0000 20070101 to 2359 20070101
G-EZBE;A319;U2;16:05;2007.01.01;U20607;LPL-BFS;Rainford 53.5N,2.8W UK;ACARS LOG 0000 20070101 to 2359 20070101
N14242;B738;CO;16:06;2007.01.01;CO0238;EWR-MIA;Laurel, MD;ACARS LOG 0000 20070101 to 2359 20070101
SU-GCI;A330;MS;16:06;2007.01.01;MS0800;ORY-CAI;HFDL from Derby, central UK;ACARS LOG 0000 20070101 to 2359 20070101
G-VROC;B744;VS;16:06;2007.01.01;VS45N;;Rainford 53.5N,2.8W UK;ACARS LOG 0000 20070101 to 2359 20070101
D-AIHK;A340;LH;16:06;2007.01.01;LH0459;SFO-MUC;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
A7-CJB;A319;QR;16:06;2007.01.01;QR0164;DOH-MCT;HFDL from Derby, central UK;ACARS LOG 0000 20070101 to 2359 20070101
G-VROC;B744;VS;16:06;2007.01.01;VS459;;Rainford 53.5N,2.8W UK;ACARS LOG 0000 20070101 to 2359 20070101
G-MIDZ;A320;BD;16:06;2007.01.01;BD04EH;EGPH-EGLL;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
D-ACLW;CRJ1;LH;16:06;2007.01.01;LH067H;;EDDH/HAM;ACARS LOG 0000 20070101 to 2359 20070101
D-AICC;A320;CFG;16:06;2007.01.01;DE0525;;Near LPFR Portugal;ACARS LOG 0000 20070101 to 2359 20070101
G-VROC;B744;VS;16:06;2007.01.01;VS450;;Rainford 53.5N,2.8W UK;ACARS LOG 0000 20070101 to 2359 20070101
N801MA;E170;RW;16:06;2007.01.01;RW3347;DCA-MCO;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
G-ERJE;E145;TH;16:06;2007.01.01;TH79YK;EGPH-EGGD;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N590AA;MD83;AA;16:06;2007.01.01;AA1118;MSY-ORD;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
G-VROC;B744;VS;16:06;2007.01.01;VS45K;;Rainford 53.5N,2.8W UK;ACARS LOG 0000 20070101 to 2359 20070101
OY-KBA;A340;SK;16:06;2007.01.01;SK0943;CPH-ORD;Copenhagen, Denmark;ACARS LOG 0000 20070101 to 2359 20070101
F-GJNE;B735;AF;16:06;2007.01.01;AF2035;EDDT-LFPG;EDDH/HAM;ACARS LOG 0000 20070101 to 2359 20070101
PH-BQI;B772;KL;16:06;2007.01.01;KL0427;AMS-DXB;near Rotterdam;ACARS LOG 0000 20070101 to 2359 20070101
G-TOYB;B733;WW;16:06;2007.01.01;WW5966;ALC-EMA;Rainford 53.5N,2.8W UK;ACARS LOG 0000 20070101 to 2359 20070101
EI-CSH;B738;FR;16:06;2007.01.01;FR0334;EIDW-EGGW;Rainford 53.5N,2.8W UK;ACARS LOG 0000 20070101 to 2359 20070101
D-ABAP;B738;AB;16:06;2007.01.01;AB452U;;Near LPFR Portugal;ACARS LOG 0000 20070101 to 2359 20070101
N451CM;GLF4;---;16:06;2007.01.01;GS0000;;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
G-VROC;B744;VS;16:07;2007.01.01;VS45V;;Rainford 53.5N,2.8W UK;ACARS LOG 0000 20070101 to 2359 20070101
N7531A;MD82;AA;16:07;2007.01.01;AA0568;ORD-FLL;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N521JB;A320;JBU;16:07;2007.01.01;B60114;FLL-JFK;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
EI-CSJ;B738;FR;16:07;2007.01.01;FR0603;EGNV-EIDW;Sheffield 53.51N,1.60W 755ft ASL UK;ACARS LOG 0000 20070101 to 2359 20070101
PH-BFT;B744;KL;16:07;2007.01.01;KL8665;;Hamburg 166 Beta 7;ACARS LOG 0000 20070101 to 2359 20070101
N594JB;A320;JBU;16:07;2007.01.01;B60345;JFK-SRQ;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
N3732J;B738;DL;16:07;2007.01.01;DL0755;LGA-ATL-FLL;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N762US;A319;US;16:07;2007.01.01;US1599;LGA-MYNN;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
N431UA;A320;UA;16:08;2007.01.01;UA0985;IAD-MBJ;Laurel, MD USA;ACARS LOG 0000 20070101 to 2359 20070101
N618DL;B752;DL;16:08;2007.01.01;DL1725;MSY-ATL-BWI;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
G-BZAY;B463;TH;16:08;2007.01.01;TH68WH;EGBB-EDDF;Leeds;ACARS LOG 0000 20070101 to 2359 20070101
N944SW;CRJ2;OO;16:08;2007.01.01;OO6439;OAK-LAX;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N167AT;B737;FL;16:08;2007.01.01;FL0829;MDW-MCO;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
PH-XRW;B737;HV;16:08;2007.01.01;HV5078;NCE-RTM;Switzerland, Aarau;ACARS LOG 0000 20070101 to 2359 20070101
N725UW;A319;US;16:08;2007.01.01;US0793;DCA-NAS;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
EI-DSA;A320;AP;16:08;2007.01.01;CB4215;;Andreas, Dresden, Germany;ACARS LOG 0000 20070101 to 2359 20070101
OO-DJQ;RJ85;SN;16:08;2007.01.01;SN038Y;;Aalborg;ACARS LOG 0000 20070101 to 2359 20070101
G-EUUA;A320;BA;16:08;2007.01.01;BA0879;LED-LHR;Sweden,Sthlm near ESSA;ACARS LOG 0000 20070101 to 2359 20070101
C-FEJF;E175;AC;16:08;2007.01.01;AC0302;YYZ-DCA;Toronto, Canada;ACARS LOG 0000 20070101 to 2359 20070101
N14120;B752;CO;16:08;2007.01.01;CO0492;EWR-MCO;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
OH-BLD;MD90-30;KF;16:08;2007.01.01;KF0704;ZRH-HEL;Copenhagen, Denmark;ACARS LOG 0000 20070101 to 2359 20070101
N16301;B733;CO;16:08;2007.01.01;CO1811;CLE-RSW;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
G-EMBU;E145;TH;16:08;2007.01.01;BRT34CC;EGPH-EGHI;Rainford 53.5N,2.8W UK;ACARS LOG 0000 20070101 to 2359 20070101
D-AKNN;A319;GWI;16:08;2007.01.01;4U8083;MUC-SXF;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
D-AHFO;B738;HF;16:08;2007.01.01;HF0210;;EDDH/HAM;ACARS LOG 0000 20070101 to 2359 20070101
G-EZIS;A319;EZY;16:08;2007.01.01;U24327;MXP-AMS;Damwoude 30KM s/o EHLW;ACARS LOG 0000 20070101 to 2359 20070101
N467QS;G400;---;16:08;2007.01.01;GS0001;;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
G-EUPL;A319;BA;16:08;2007.01.01;BA0439;AMS-LHR;near Rotterdam;ACARS LOG 0000 20070101 to 2359 20070101
G-BUSF;A320;BA;16:09;2007.01.01;BA0856;LHR-PRG;Watford;ACARS LOG 0000 20070101 to 2359 20070101
G-EZIM;A319;EZY;16:09;2007.01.01;U24265;ORY-SXF;Jena, Germany;ACARS LOG 0000 20070101 to 2359 20070101
N330UA;B733;UA;16:09;2007.01.01;UA1105;YYZ-ORD-DFW;Toronto, Canada;ACARS LOG 0000 20070101 to 2359 20070101
N16546;E145;BTA;16:09;2007.01.01;XE2847;SDF-IAH-HRL;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
G-DOCH;B734;BA;16:09;2007.01.01;BA2885;DAAG-EGKK;2 miles SE of SPL/EHAM NL;ACARS LOG 0000 20070101 to 2359 20070101
PH-XRV;B737;HV;16:09;2007.01.01;HV5136;BCN-AMS;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
G-OZBK;A320;OM;16:09;2007.01.01;ZB0062;EGGW-LXGB;Watford;ACARS LOG 0000 20070101 to 2359 20070101
HL7604;B744;OZ;16:09;2007.01.01;OZ0588;;2 miles SE of SPL/EHAM NL;ACARS LOG 0000 20070101 to 2359 20070101
C-FEKD;E175;AC;16:09;2007.01.01;AC1045;DFW-YYZ;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N721HS;E135;MQ;16:09;2007.01.01;MQ4669;;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
C-GITY;A321;AC;16:09;2007.01.01;AC0924;YUL-FLL;Boston, MA;ACARS LOG 0000 20070101 to 2359 20070101
N950AN;B738;AA;16:09;2007.01.01;AA1583;YYZ-MIA;Toronto, Canada;ACARS LOG 0000 20070101 to 2359 20070101
6Y-JMD;A321;JM;16:09;2007.01.01;JM0070;ORD-MBJ;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
EI-DCD;B738;FR;16:09;2007.01.01;FR9853;EGKK-EICK;Watford;ACARS LOG 0000 20070101 to 2359 20070101
ZK-OJG;A320;NZ;16:10;2007.01.01;SJ0725;AKL-MEL;Auckland New Zealand;ACARS LOG 0000 20070101 to 2359 20070101
N985AT;B712;FL;16:10;2007.01.01;FL0624;BOS-PHL-MCO;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
OM-NGF;B737;NE;16:10;2007.01.01;NE03BR;EGSS-EPKK;Watford;ACARS LOG 0000 20070101 to 2359 20070101
C-GAQL;A319;AC;16:10;2007.01.01;AC0758;SFO-YYZ;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
EC-IJN;A321;IB;16:10;2007.01.01;IB3309;CPH-MAD-AGP;Copenhagen, Denmark;ACARS LOG 0000 20070101 to 2359 20070101
N584NK;A321;NK;16:10;2007.01.01;NK0121;ORD-RSW;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
D-AGPI;F100;GMI;16:10;2007.01.01;ST7086;;Leusden, Netherlands;ACARS LOG 0000 20070101 to 2359 20070101
N615SW;B733;WN;16:10;2007.01.01;WN0000;;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N464WN;B737;WN;16:10;2007.01.01;WN0358;ISP-RSW;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N976AN;B738;AA;16:10;2007.01.01;AA2402;AUS-ORD;Laurel, MD USA;ACARS LOG 0000 20070101 to 2359 20070101
N607AM;B752;AA;16:10;2007.01.01;AA0700;DFW-LGA;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
G-EZBB;A319;U2;16:10;2007.01.01;U209BF;EGGW-EGPF;Leeds;ACARS LOG 0000 20070101 to 2359 20070101
G-EUUG;A320;BA;16:10;2007.01.01;BA0817;CPH-LHR;Copenhagen, Denmark;ACARS LOG 0000 20070101 to 2359 20070101
N14237;B738;CO;16:10;2007.01.01;CO1626;EWR-SAN;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N601NW;DC9-32;NW;16:11;2007.01.01;NW1546;FNT-MCO;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
5B-DBS;A330;CY;16:11;2007.01.01;CY0505;EGLL-LCPH-LCLK;Watford;ACARS LOG 0000 20070101 to 2359 20070101
N328NB;A319;NW;16:11;2007.01.01;NW0889;PBI-DTW;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
D-ABAN;B738;AB;16:11;2007.01.01;AB1592;PMI-BIO;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
G-EZKE;B737;U2;16:11;2007.01.01;U26417;NCL-ALC;Leeds;ACARS LOG 0000 20070101 to 2359 20070101
G-EZIK;A319;EZY;16:11;2007.01.01;U23416;EDDM-EGSS;Jena, Germany;ACARS LOG 0000 20070101 to 2359 20070101
N669FE;A300;FX;16:11;2007.01.01;FX0000;;Boston, MA;ACARS LOG 0000 20070101 to 2359 20070101
N802MD;E170;RPA;16:11;2007.01.01;RW3338;;S. New England - USA;ACARS LOG 0000 20070101 to 2359 20070101
EI-DCV;B738;FR;16:11;2007.01.01;FR0805;EGSS-EIKN;Watford;ACARS LOG 0000 20070101 to 2359 20070101
N363NW;A320;NW;16:11;2007.01.01;NW0570;MSP-MIA;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
D-AKNK;A319;GWI;16:11;2007.01.01;4U2781;BUD-STR;Austria near LOWW / VIE;ACARS LOG 0000 20070101 to 2359 20070101
N894AT;B712;FL;16:11;2007.01.01;FL0880;EWR-MDW;S. New England - USA;ACARS LOG 0000 20070101 to 2359 20070101
N701UW;A319;US;16:11;2007.01.01;US0831;BOS-MBJ;Boston, MA;ACARS LOG 0000 20070101 to 2359 20070101
